재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	10,309,493,942,000	19,427,457,819,000	8,336,196,776,000	16,347,903,609,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	7,381,102,126,000	13,938,513,047,000	5,903,915,152,000	11,617,398,823,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	2,928,391,816,000	5,488,944,772,000	2,432,281,624,000	4,730,504,786,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	2,240,346,500,000	4,303,086,052,000	1,864,811,216,000	3,715,540,169,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	688,045,316,000	1,185,858,720,000	567,470,408,000	1,014,964,617,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	225,240,131,000	415,217,056,000	60,538,227,000	200,648,246,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	403,402,200,000	728,171,630,000	160,826,539,000	465,771,784,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	entity00148540_udf_IS_202081110523392_IncomeStatementAbstract	공동기업 및 관계기업투자주식에 대한 지분법손익	-20,795,484,000	-23,394,180,000	17,230,487,000	36,718,406,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	85,376,440,000	164,077,680,000	287,064,978,000	405,601,383,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	145,933,071,000	282,469,712,000	309,692,764,000	460,289,628,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	428,531,132,000	731,117,934,000	461,784,797,000	731,871,240,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	132,531,843,000	229,485,121,000	185,691,651,000	284,290,167,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	295,999,289,000	501,632,813,000	276,093,146,000	447,581,073,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의소유주	111,669,665,000	194,245,253,000	93,133,954,000	145,360,024,000		
손익계산서, 기능별 분류 - 연결재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	184,329,624,000	307,387,560,000	182,959,192,000	302,221,049,000		
