재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	entity00148540_udf_IS_2021317164541718_IncomeStatementAbstract	영업수익	36,088,580,000	143,141,360,000	26,500,123,000	102,319,133,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	21,340,646,000	40,126,478,000	14,832,125,000	32,860,183,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	14,747,934,000	103,014,882,000	11,667,998,000	69,458,950,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	기타순손익	41,987,000	53,723,000	23,575,000	110,068,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	419,853,000	848,800,000	363,613,000	855,902,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	2,834,208,000	4,280,260,000	2,343,668,000	4,333,067,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	12,375,566,000	99,637,145,000	9,711,518,000	66,091,853,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	1,423,293,000	3,481,983,000	2,393,252,000	3,927,325,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	10,952,273,000	96,155,162,000	7,318,266,000	62,164,529,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주주당순이익	326	2,866	217	1,852		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주희석주당순이익	326	2,866	217	1,852		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	2,103,841,229,919	4,018,866,043,342	1,878,823,587,218	3,628,582,017,402		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,885,030,359,288	3,629,765,241,993	1,684,601,587,420	3,298,437,757,569		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	218,810,870,631	389,100,801,349	194,221,999,798	330,144,259,833		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	140,481,467,855	263,085,858,275	128,974,526,553	240,328,914,233		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	78,329,402,776	126,014,943,074	65,247,473,245	89,815,345,600		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	15,316,856,370	65,297,004,760	3,646,904,423	17,222,204,231		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융원가	29,218,430,453	51,003,836,567	20,871,163,985	46,089,973,112		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	dart_OtherGains	기타수익	688,144,091	1,936,014,154	1,120,612,383	4,233,233,819		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	6,707,509,959	15,638,695,973	23,186,618,965	27,882,382,115		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	58,408,462,825	126,605,429,448	25,957,207,101	37,298,428,423		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	13,590,487,539	21,772,672,801	13,191,497,116	15,858,997,907		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익	44,817,975,286	104,832,756,647	12,765,709,985	21,439,430,516		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본 및 희석주당이익	2,021	4,804	414	623		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	435,741,782,862	830,766,625,587	274,650,520,717	518,386,729,307		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	185,835,697,754	364,031,554,213	160,499,383,684	312,929,619,376		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	249,906,085,108	466,735,071,374	114,151,137,033	205,457,109,931		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	36,747,615,994	72,067,750,115	32,794,828,741	63,547,295,687		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	213,158,469,114	394,667,321,259	81,356,308,292	141,909,814,244		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	4,117,512,766	7,280,594,204	3,127,655,607	4,667,678,600		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	4,030,757,082	5,761,211,278	1,432,745,086	3,330,624,958		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	12,898,043,488	17,130,531,484	2,809,949,535	7,683,769,508		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	9,023,136,581	13,440,813,169	3,784,826,656	5,768,256,939		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	217,120,131,705	399,876,422,500	82,076,341,692	145,162,380,455		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	58,217,062,404	104,196,363,534	23,066,746,208	38,404,660,753		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	158,903,069,301	295,680,058,966	59,009,595,484	106,757,719,702		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	158,903,069,301	295,680,058,966	59,009,595,484	106,757,719,702		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	3,656	6,803	1,358	2,457		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	3,656	6,803	1,358	2,457		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	46,032,811,832	202,722,149,030	10,745,163,779	19,191,870,466		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	2,659,310,750	8,579,139,475	10,302,146,578	19,620,538,823		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)	43,373,501,082	194,143,009,555	443,017,201	-428,668,357		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	3,383,705,846	7,246,093,689	3,722,480,091	8,738,033,180		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	39,989,795,236	186,896,915,866	-3,279,462,890	-9,166,701,537		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OtherGains	기타수익	1,019,204,635	10,633,767,452	-296,406,620	2,507,256,777		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	1,361,231,064	2,951,999,501	70,888,699	1,141,071,039		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	682,713,056	1,533,104,129	1,410,497,605	2,675,419,885		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	3,382,016,302	7,362,643,677	4,135,642,806	8,406,130,439		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	36,948,465,561	188,749,144,269	-6,371,903,410	-13,531,226,353		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	9,000,909,714	19,239,612,746	-19,971,963,004	-17,440,640,093		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	entity00109693_udf_IS_20215164548873_IncomeStatementAbstract	계속영업반기순이익(손실)	27,947,555,847	169,509,531,523	13,600,059,594	3,909,413,740		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-06-30	반기보고서	KRW	entity00109693_udf_IS_202151645430625_IncomeStatementAbstract	중단영업반기순이익(손실)				454,404,036,281		
