재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	entity00148540_udf_IS_2021317164541718_IncomeStatementAbstract	영업수익	26,500,123,000	102,319,133,000	22,640,678,000	92,389,114,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	14,832,125,000	32,860,183,000	16,714,958,000	32,409,021,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	11,667,998,000	69,458,950,000	5,925,720,000	59,980,093,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	기타순손익	23,575,000	110,069,000	-64,194,000	-33,816,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	363,613,000	855,902,000	11,188,239,000	2,182,758,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	2,343,668,000	4,333,067,000	3,123,029,000	4,529,435,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	9,711,518,000	66,091,854,000	13,926,736,000	57,599,600,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,393,252,000	3,927,325,000	4,171,694,000	3,825,835,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	7,318,266,000	62,164,529,000	9,755,042,000	53,773,765,000		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주주당순이익	217	1,852	290	1,602		
손익계산서, 기능별 분류 - 별도재무제표	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2021-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   보통주희석주당순이익	217	1,852	290	1,602		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	1,878,823,587,218	3,628,582,017,402	1,707,701,933,961	3,342,186,944,426		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,684,601,587,420	3,298,437,757,569	1,534,525,592,470	3,023,917,885,572		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	194,221,999,798	330,144,259,833	173,176,341,491	318,269,058,854		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	128,974,526,553	240,328,914,233	109,102,505,675	207,744,533,987		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	65,247,473,245	89,815,345,600	64,073,835,816	110,524,524,867		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	3,646,904,423	17,222,204,231	3,464,154,610	14,751,138,667		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융원가	20,871,163,985	46,089,973,112	22,886,087,104	49,206,252,939		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	dart_OtherGains	기타수익	1,120,612,383	4,233,233,819	6,454,108,131	9,581,573,671		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	23,186,618,965	27,882,382,115	17,015,177,373	33,496,434,827		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	25,957,207,101	37,298,428,423	34,090,834,080	52,154,549,439		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	13,191,497,116	15,858,997,907	5,476,778,341	9,115,796,042		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익(손실)	12,765,709,985	21,439,430,516	28,614,055,739	43,038,753,397		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2021-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익(손실)	226	552	1,328	1,874		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	274,650,520,717	518,386,729,307	241,651,066,681	467,454,112,891		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	160,499,383,684	312,929,619,376	136,636,284,521	270,259,659,657		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	114,151,137,033	205,457,109,931	105,014,782,160	197,194,453,234		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	32,794,828,741	63,547,295,687	27,986,514,775	55,463,607,346		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	81,356,308,292	141,909,814,244	77,028,267,385	141,730,845,888		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	3,127,655,607	4,667,678,600	942,200,735	4,773,199,009		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,432,745,086	3,330,624,958	3,582,583,829	9,371,455,666		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	2,809,949,535	7,683,769,508	1,124,745,674	7,750,378,913		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	3,784,826,656	5,768,256,939	3,285,067,765	7,030,816,896		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	82,076,341,692	145,162,380,455	72,227,562,200	137,852,151,248		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	23,066,746,208	38,404,660,753	17,515,542,663	28,195,551,768		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	59,009,595,484	106,757,719,702	54,712,019,537	109,656,599,480		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	59,009,595,484	106,757,719,702	54,712,019,537	109,656,599,480		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2021-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	1,358	2,457	1,260	2,525		
